Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene % GC content	MGI symbol
ENSMUSG00000104363	1	176031079	176032723	-1	39.76	Gm38081
ENSMUSG00000097440	18	11820671	11840869	-1	46.52	Gm6277
ENSMUSG00000099508	3	136435270	136449349	-1	41.50	1700030L20Rik
ENSMUSG00000109292	7	18737447	18737626	1	50.00	Gm44564
ENSMUSG00000055240	17	33360507	33394641	-1	41.26	Zfp101
ENSMUSG00000108835	7	18740548	18740851	1	49.01	Gm44566
ENSMUSG00000055214	1	175962306	176275312	-1	41.37	Pld5
ENSMUSG00000097266	7	19298260	19300770	-1	45.36	Gm26802
ENSMUSG00000066750	9	37803031	37808144	1	38.82	Olfr876
ENSMUSG00000040957	18	11839220	11945630	1	48.40	Cables1
ENSMUSG00000082141	4	63350411	63353846	1	49.56	Gm11212
ENSMUSG00000109023	7	18742327	18743611	1	41.56	Gm44565
ENSMUSG00000107935	6	53221164	53224975	1	41.58	Gm4872
ENSMUSG00000109234	7	18760858	18761121	1	48.11	Gm44561
ENSMUSG00000037159	6	40439088	40466813	1	40.66	Wee2
ENSMUSG00000108889	19	12164424	12170112	-1	38.50	Olfr1555-ps1
ENSMUSG00000063065	7	126759601	126765819	1	55.20	Mapk3
ENSMUSG00000027792	3	73635808	73708415	-1	35.47	Bche
ENSMUSG00000111719	10	47304704	47310575	-1	38.98	Gm19137
ENSMUSG00000106741	5	39461749	39603574	-1	39.55	4930513D17Rik
ENSMUSG00000111072	10	47325218	47325672	-1	41.76	Gm9068
ENSMUSG00000103191	3	51423613	51423723	1	45.05	Gm37646
ENSMUSG00000063273	3	51415148	51476507	1	38.47	Naa15
ENSMUSG00000005533	7	67952827	68233668	1	46.28	Igf1r
ENSMUSG00000036594	17	34282744	34287827	-1	46.36	H2-Aa
ENSMUSG00000005864	X	71991849	72010218	1	43.35	Cnga2
ENSMUSG00000106679	5	39458097	39477679	1	37.39	Gm42524
ENSMUSG00000034135	9	46012820	46224194	1	45.54	Sik3
ENSMUSG00000104877	5	123682130	123683468	-1	42.57	Gm42651
ENSMUSG00000096530	4	73872219	73876266	-1	46.34	Gm11758
ENSMUSG00000114436	14	19866980	19873455	1	45.00	Gm48283
ENSMUSG00000044220	19	43612325	43615892	1	56.00	Nkx2-3
ENSMUSG00000059768	7	105126366	105128435	-1	41.21	Olfr682-ps1
ENSMUSG00000108477	7	4658660	4659954	1	55.52	Gm44878
ENSMUSG00000049550	5	123577795	123684618	-1	45.31	Clip1
ENSMUSG00000108571	7	4638536	4639325	1	55.19	Gm6855
ENSMUSG00000043004	14	19872559	19977627	-1	43.28	Gng2
ENSMUSG00000052296	7	4631495	4659019	-1	48.98	Ppp6r1
ENSMUSG00000044120	7	105140839	105147012	-1	40.62	Olfr683
ENSMUSG00000097120	8	84192774	84197667	-1	46.57	Gm26887
ENSMUSG00000112702	10	47640123	47640534	1	45.63	Gm47571
ENSMUSG00000103593	8	84200869	84203049	1	60.16	Gm37352
ENSMUSG00000111310	9	37823137	37823371	1	34.89	Gm47005
ENSMUSG00000084851	4	82585048	82587319	-1	39.13	Gm11267
ENSMUSG00000099942	Y	54111675	54112369	-1	45.18	Gm28275
ENSMUSG00000109918	7	105145412	105145547	-1	46.32	Gm45374
ENSMUSG00000019905	10	51614823	51631461	-1	39.77	Gprc6a
ENSMUSG00000097441	7	79018053	79053323	-1	45.34	Gm26633
ENSMUSG00000102859	3	73933046	73934122	1	41.69	Gm8625
ENSMUSG00000097296	8	84208920	84209609	1	51.74	Gm26532
ENSMUSG00000008575	4	82290173	82705750	-1	41.74	Nfib
ENSMUSG00000042157	3	92407991	92409271	1	42.23	Sprr2i
ENSMUSG00000080817	1	63844827	63845578	-1	44.68	Gm13751
ENSMUSG00000032528	9	121642716	121672954	1	52.94	Vipr1
ENSMUSG00000113221	13	13197379	13198919	1	47.31	Gm18880
ENSMUSG00000034032	2	119763304	119787537	-1	48.81	Rpap1
ENSMUSG00000115097	14	47276370	47276796	1	56.21	Gm49150
ENSMUSG00000082373	1	63917848	63935932	1	42.19	Gm13754
ENSMUSG00000113371	13	13204876	13207550	1	34.92	Gm48588
ENSMUSG00000046230	19	16615366	16780933	-1	37.07	Vps13a
ENSMUSG00000021823	14	20929398	21033676	1	40.63	Vcl
ENSMUSG00000115849	14	47261832	47262186	-1	32.39	Gm49149
ENSMUSG00000085057	2	24440418	24486855	1	45.31	Gm13415
ENSMUSG00000113729	13	13224663	13224925	-1	50.57	Gm48589
ENSMUSG00000007589	14	55674689	55681820	-1	47.85	Tinf2
ENSMUSG00000027925	3	92418082	92419396	1	40.23	Sprr2j-ps
ENSMUSG00000108794	7	44000799	44002863	-1	50.12	Gm45195
ENSMUSG00000061724	13	13232161	13232893	-1	50.75	Gm2423
ENSMUSG00000067106	1	79922536	79923426	-1	51.18	Gm5529
ENSMUSG00000114152	13	13275135	13276085	1	35.23	Gm5374
ENSMUSG00000025330	4	140745865	140774236	-1	52.31	Padi4
ENSMUSG00000031486	8	27085583	27123436	1	51.85	Adgra2
ENSMUSG00000026976	2	24420560	24475599	-1	45.55	Pax8
ENSMUSG00000078154	11	48825346	48826655	-1	57.02	Gm12184
ENSMUSG00000042165	3	92428032	92429423	-1	56.75	Gm9774
ENSMUSG00000021908	12	119260978	119262855	1	48.72	Gm6768
ENSMUSG00000108539	7	44004641	44008892	1	48.99	Klk1b12-ps
ENSMUSG00000110655	8	76289516	76296013	1	38.13	Gm45798
ENSMUSG00000110485	8	75992509	76415040	-1	38.47	Gm45740
ENSMUSG00000086245	11	48843648	48853493	-1	47.06	Gm16170
ENSMUSG00000100397	1	79957580	79958057	1	52.93	Gm28071
ENSMUSG00000079402	14	3652030	3673215	1	43.27	Gm3020
ENSMUSG00000059901	10	61197112	61273438	-1	50.71	Adamts14
ENSMUSG00000101668	Y	62878705	62881941	1	40.32	Gm29549
ENSMUSG00000054215	3	92432582	92433925	1	40.55	Sprr2k
ENSMUSG00000098215	8	76293972	76294979	1	49.31	Gm7069
ENSMUSG00000040350	11	48826140	48852209	1	47.04	Trim7
ENSMUSG00000099753	1	80098622	80098885	1	47.73	Gm28058
ENSMUSG00000035671	8	84210678	84237055	-1	51.41	Zswim4
ENSMUSG00000098104	1	4687934	4689403	-1	58.10	Gm6085
ENSMUSG00000039209	16	10170226	10174911	1	40.29	Rpl39l
ENSMUSG00000102518	1	80146973	80148801	-1	41.88	Gm38339
ENSMUSG00000110603	8	76010026	76011139	1	40.31	Gm45741
ENSMUSG00000101182	Y	62874899	62885362	-1	39.77	Gm29209
ENSMUSG00000040557	5	134932368	134942637	1	53.06	Mettl27
ENSMUSG00000110595	8	76395132	76395724	-1	51.26	Gm7990
ENSMUSG00000085706	X	5276735	5278427	-1	51.27	Gm9428
ENSMUSG00000101998	Y	62980472	62981165	-1	45.39	Gm21530
ENSMUSG00000048455	3	92436809	92438789	-1	44.12	Sprr1b
ENSMUSG00000093891	14	3681525	3682005	-1	44.49	Gm2866
ENSMUSG00000099975	Y	63055181	63055871	-1	46.16	Gm21617
ENSMUSG00000110553	8	76116595	76117027	-1	42.49	Gm45742
ENSMUSG00000110627	9	118571608	118572271	-1	56.17	Gm18935
ENSMUSG00000102175	1	4692219	4693424	-1	46.85	Gm6119
ENSMUSG00000045539	3	92456502	92458720	-1	43.85	Sprr3
ENSMUSG00000051180	7	140159999	140164764	-1	50.50	Olfr522
ENSMUSG00000039476	2	30834972	30881251	1	51.61	Prrx2
ENSMUSG00000035031	4	104815679	104876398	-1	43.32	C8a
ENSMUSG00000078210	X	5338792	5340451	1	51.75	Gm5924
ENSMUSG00000057093	7	27689340	27706484	1	43.72	Zfp607b
ENSMUSG00000090364	14	3688783	3698000	1	42.07	Gm3043
ENSMUSG00000002111	2	91082390	91115756	1	49.89	Spi1
ENSMUSG00000021824	14	21031442	21052508	-1	40.95	Ap3m1
ENSMUSG00000112938	13	13283832	13284247	1	36.06	Gm48590
ENSMUSG00000079988	11	6446218	6446537	1	46.56	Gm11970
ENSMUSG00000109275	7	99740210	99740786	-1	40.55	Gm19182
ENSMUSG00000103265	1	4735046	4735676	-1	46.43	Gm2053
ENSMUSG00000075205	2	86084671	86087385	-1	35.73	Olfr1037
ENSMUSG00000084400	1	60537020	60537436	1	47.48	Gm11576
ENSMUSG00000083314	11	116550418	116550650	1	43.78	Gm11742
ENSMUSG00000081562	1	60522839	60523066	-1	45.18	Gm11575
ENSMUSG00000081626	X	5391640	5391924	1	42.81	Gm14369
ENSMUSG00000073997	7	99763507	99769321	1	46.93	Olfr521
ENSMUSG00000028707	4	115915119	115939926	-1	49.20	Dmbx1
ENSMUSG00000020802	11	116537740	116581447	-1	51.00	Ube2o
ENSMUSG00000112917	10	47941841	47945427	1	38.86	Gm47331
ENSMUSG00000103922	1	4771131	4772199	1	48.92	Gm6123
ENSMUSG00000026014	1	60482292	60567104	-1	39.25	Raph1
ENSMUSG00000096614	14	3713109	3714312	1	47.59	Gm2871
ENSMUSG00000082457	2	91716159	91717419	-1	46.39	Gm13776
ENSMUSG00000066749	9	37854269	37857320	1	39.38	Olfr877
ENSMUSG00000024972	19	7596660	7607193	-1	49.45	Lgals12
ENSMUSG00000025557	14	121459621	121505252	-1	45.25	Slc15a1
ENSMUSG00000027243	2	91710852	91721545	1	43.90	Harbi1
ENSMUSG00000020745	11	74673949	74724670	-1	38.83	Pafah1b1
ENSMUSG00000099783	Y	63084819	63085433	-1	45.04	Gm28589
ENSMUSG00000069806	7	3332955	3368221	1	46.52	Cacng7
ENSMUSG00000112549	12	54091430	54106885	-1	46.49	Gm35818
ENSMUSG00000101390	Y	63121523	63122216	-1	45.68	Gm29420
ENSMUSG00000081143	5	64252556	64253225	-1	47.46	Gm15823
ENSMUSG00000026856	2	30392254	30400529	1	56.55	Dolpp1
ENSMUSG00000111911	10	47973431	47973696	1	38.35	Gm47332
ENSMUSG00000103461	3	9047171	9047492	-1	40.06	Gm37616
ENSMUSG00000083435	5	64190033	64190987	-1	44.08	Gm15824
ENSMUSG00000031375	X	73483602	73495933	1	50.34	Bgn
ENSMUSG00000112062	10	48411355	48411667	-1	34.82	Gm47353
ENSMUSG00000099699	Y	63164534	63167772	1	40.04	Gm29421
ENSMUSG00000025364	10	128557766	128565987	-1	47.41	Pa2g4
ENSMUSG00000116187	16	10238166	10238516	1	37.89	
ENSMUSG00000021057	12	76324891	76334153	1	44.78	Akap5
ENSMUSG00000066748	9	37896724	37903519	1	39.10	Olfr145
ENSMUSG00000103116	3	9061964	9071074	1	46.25	4930539M17Rik
ENSMUSG00000107620	7	3337545	3337879	1	46.87	Gm44256
ENSMUSG00000002326	14	55671941	55679200	1	43.87	Gmpr2
ENSMUSG00000039200	16	10192712	10251478	1	39.55	Atf7ip2
ENSMUSG00000100856	Y	63228427	63254644	1	35.50	Gm21627
ENSMUSG00000085394	4	3656508	3663108	1	42.83	2210414B05Rik
ENSMUSG00000087266	8	67956769	67978051	1	40.50	Gm15991
ENSMUSG00000115399	15	26644635	26645289	-1	39.54	9430068D22Rik
ENSMUSG00000082975	X	5399249	5402129	-1	43.25	Gm14363
ENSMUSG00000111262	10	48534981	48536356	-1	46.58	Gm47354
ENSMUSG00000115381	15	26743232	26746137	-1	38.09	Gm49266
ENSMUSG00000103011	3	9072767	9073211	1	57.98	Gm8860
ENSMUSG00000115433	15	26609503	26644048	1	39.29	Gm49267
ENSMUSG00000083434	7	34036447	34037432	-1	48.48	Gm12760
ENSMUSG00000030465	8	67689082	68212027	-1	39.68	Psd3
ENSMUSG00000115131	15	26688400	26691667	1	39.35	Gm49268
ENSMUSG00000033343	X	72222017	72222964	1	46.62	Magea4
ENSMUSG00000101544	Y	63316283	63316976	-1	43.23	Gm29422
ENSMUSG00000107082	5	150243863	150244250	1	47.42	Gm36378
ENSMUSG00000115647	15	26672937	26674753	-1	42.27	Gm49265
ENSMUSG00000086251	4	94979203	95028544	1	42.03	Gm12694
ENSMUSG00000100159	Y	63353282	63353594	-1	40.58	Gm28808
ENSMUSG00000113027	13	13320941	13323370	-1	32.96	Gm7040
ENSMUSG00000115301	15	26728270	26730767	-1	47.84	Gm6330
ENSMUSG00000056602	5	150118645	150497753	1	44.39	Fry
ENSMUSG00000080947	7	34068555	34068697	-1	37.76	Gm12779
ENSMUSG00000110123	13	13323364	13350427	1	42.55	Gm18562
ENSMUSG00000110243	7	7295766	7297137	1	53.43	Gm45631
ENSMUSG00000030802	7	127904082	127910221	1	51.60	Bckdk
ENSMUSG00000069114	3	9250602	9285333	1	41.20	Zbtb10
ENSMUSG00000035105	12	54178981	54203860	-1	45.88	Egln3
ENSMUSG00000043556	15	26540459	26895580	-1	40.20	Fbxl7
ENSMUSG00000081030	4	95039162	95039625	-1	54.53	Gm12704
ENSMUSG00000080997	4	22006762	22008189	-1	43.63	Gm11885
ENSMUSG00000052767	4	95029963	95048370	-1	42.87	Gm12703
ENSMUSG00000084131	X	74170653	74171866	1	51.65	Rpl3-ps2
ENSMUSG00000105656	5	3544037	3544788	1	53.06	Gm43017
ENSMUSG00000058503	5	3543833	3570238	1	40.80	Fam133b
ENSMUSG00000031487	8	27123364	27128680	-1	48.24	Brf2
ENSMUSG00000099988	19	53076218	53084392	1	46.32	1700054A03Rik
ENSMUSG00000078752	7	34095431	34100837	1	46.29	Scgb1b30
ENSMUSG00000111585	10	48566168	48569999	1	37.73	Gm47355
ENSMUSG00000035992	11	54438199	54518235	1	37.39	Fnip1
ENSMUSG00000113650	13	9753741	9756879	-1	43.96	Gm47826
ENSMUSG00000114356	X	72229990	72231507	1	46.31	Gm47265
ENSMUSG00000113885	13	9733897	9738234	1	40.18	Gm47802
ENSMUSG00000034765	19	53529109	53542431	1	50.73	Dusp5
ENSMUSG00000101864	Y	63500905	63501598	-1	45.10	Gm21634
ENSMUSG00000111436	10	48678011	48681857	-1	38.52	Gm47356
ENSMUSG00000112096	12	76344525	76345381	-1	38.97	A430103D13Rik
ENSMUSG00000110680	9	37911152	37911394	-1	47.74	Gm6796
ENSMUSG00000104096	3	74009217	74017277	-1	37.29	Gm20356
ENSMUSG00000022000	14	75284373	75344426	1	38.92	Zc3h13
ENSMUSG00000031171	X	8238668	8252406	-1	46.65	Ftsj1
ENSMUSG00000021156	13	9684833	9765330	-1	41.83	Zmynd11
ENSMUSG00000100632	1	92933526	92950590	-1	51.52	9430060I03Rik
ENSMUSG00000047225	7	105154692	105163653	-1	39.59	Olfr684
ENSMUSG00000026270	1	92934376	92947941	1	51.78	Capn10
ENSMUSG00000020542	11	65176561	65269989	-1	43.50	Myocd
ENSMUSG00000084143	2	30923978	30924357	-1	50.79	Gm13400
ENSMUSG00000010376	14	55662263	55672124	-1	43.74	Nedd8
ENSMUSG00000050737	2	30889471	30929863	-1	49.93	Ptges
ENSMUSG00000030591	7	29174188	29180701	-1	50.66	Psmd8
ENSMUSG00000109116	7	18786332	18789099	1	33.85	Sycp1-ps1
ENSMUSG00000099120	2	24483495	24484080	1	42.83	Gm27193
ENSMUSG00000105117	5	98056793	98057103	1	54.66	Gm42760
ENSMUSG00000020652	12	4196004	4234294	-1	47.39	Cenpo
ENSMUSG00000096400	3	74242267	74242596	-1	45.15	Gm6098
ENSMUSG00000104227	3	74323527	74323992	-1	45.71	Gm37050
ENSMUSG00000094002	12	27050950	27160633	-1	43.38	Gm9866
ENSMUSG00000102809	3	74814718	74815342	1	49.92	Gm8643
ENSMUSG00000086261	7	107198743	107200189	-1	45.06	Gm3765
ENSMUSG00000022176	14	54476100	54480431	1	53.07	Rem2
ENSMUSG00000109901	18	67203531	67207880	1	43.84	Chmp1b
ENSMUSG00000052684	4	95049034	95052222	-1	55.53	Jun
ENSMUSG00000105308	5	127170560	127184356	1	42.60	4930572K03Rik
ENSMUSG00000081399	X	112660521	112661428	-1	50.55	Gm14921
ENSMUSG00000102337	1	167296033	167296399	-1	51.50	Gm37232
ENSMUSG00000034607	X	112638431	112698651	-1	35.02	Pof1b
ENSMUSG00000102420	3	75022396	75024615	-1	37.97	Gm37464
ENSMUSG00000078592	3	122230195	122231196	-1	54.99	Gm4609
ENSMUSG00000114018	12	16844881	16850881	-1	46.49	Gm36495
ENSMUSG00000073894	7	107209445	107210916	1	66.85	Rbmxl2
ENSMUSG00000053360	7	99780001	99781539	-1	44.57	F730035P03Rik
ENSMUSG00000083693	11	6453151	6453438	1	45.49	Gm11971
ENSMUSG00000087366	4	95051534	95167318	1	44.80	Junos
ENSMUSG00000109410	19	12177607	12178523	-1	42.09	Olfr1430-ps1
ENSMUSG00000082512	2	110209178	110210165	-1	48.38	Gm13937
ENSMUSG00000111064	10	20292785	20293206	1	45.97	Gm30285
ENSMUSG00000080994	2	43518464	43519398	-1	55.61	Gm13464
ENSMUSG00000087435	2	30413716	30415338	1	54.22	Gm16323
ENSMUSG00000104516	1	25830657	25831878	1	42.80	Gm9884
ENSMUSG00000085444	2	110196889	110256131	1	41.53	Gm13936
ENSMUSG00000086552	11	95145052	95159047	1	51.64	Dlx4os
ENSMUSG00000087270	4	135290366	135290675	-1	46.13	Gm12983
ENSMUSG00000069713	10	20310506	20312294	-1	47.18	4933406P04Rik
ENSMUSG00000026853	2	30400471	30415813	-1	53.39	Crat
ENSMUSG00000092519	17	33432896	33434268	1	54.26	Actl9
ENSMUSG00000020871	11	95140447	95146263	-1	54.19	Dlx4
ENSMUSG00000084280	11	6455517	6455905	-1	47.30	Gm11972
ENSMUSG00000100712	Y	63642375	63643068	-1	45.24	Gm28446
ENSMUSG00000035239	7	99811439	99828417	-1	45.61	Neu3
ENSMUSG00000046415	18	67321209	67344103	-1	47.65	B430212C06Rik
ENSMUSG00000112878	10	51666989	51675831	1	40.01	1700042O05Rik
ENSMUSG00000101618	1	25996604	25997159	-1	48.56	Gm18443
ENSMUSG00000096450	14	3735760	3736963	-1	47.59	Gm2877
ENSMUSG00000059562	17	25162461	25171913	1	53.33	Ccdc154
ENSMUSG00000099520	Y	63684343	63687582	1	39.97	Gm29061
ENSMUSG00000102384	7	73948423	73958042	1	45.27	Gm38143
ENSMUSG00000101775	Y	30642087	30645319	-1	40.40	Gm28088
ENSMUSG00000099458	1	26466236	26466886	1	42.40	Gm19123
ENSMUSG00000108375	7	73945377	73947534	-1	43.00	Gm45003
ENSMUSG00000105441	5	98075303	98075918	-1	46.59	Gm8041
ENSMUSG00000044597	X	5466898	5469265	-1	48.82	Mycs
ENSMUSG00000101119	Y	63680536	63691008	-1	39.60	Gm29060
ENSMUSG00000115213	14	43399151	43400147	-1	44.63	Gm49315
ENSMUSG00000025789	7	73939119	74013690	-1	45.92	St8sia2
ENSMUSG00000019461	11	69846376	69852058	1	54.46	Plscr3
ENSMUSG00000095469	14	3751771	3782764	1	43.51	Gm21965
ENSMUSG00000085002	4	135307349	135309519	1	52.42	Gm12984
ENSMUSG00000082833	4	135307781	135307970	-1	50.53	Gm12982
ENSMUSG00000096372	14	43410827	43416350	-1	44.59	Gm8138
ENSMUSG00000073722	1	26681814	26687460	-1	45.72	4931408C20Rik
ENSMUSG00000065954	8	25154552	25256588	-1	46.18	Tacc1
ENSMUSG00000037640	7	27731389	27753702	1	43.05	Zfp60
ENSMUSG00000082326	X	5608572	5610867	-1	42.99	Gm14366
ENSMUSG00000067001	1	107399655	107452689	1	37.62	Serpinb7
ENSMUSG00000073485	1	180813776	180816859	1	50.23	H3f3aos
ENSMUSG00000115511	14	43500011	43501007	-1	44.63	Gm49072
ENSMUSG00000107815	7	3378121	3390080	-1	45.56	Gm44257
ENSMUSG00000114986	14	43513572	43517207	-1	45.63	Gm21162
ENSMUSG00000087413	4	82508016	82547292	1	44.17	Gm11266
ENSMUSG00000070877	4	107209180	107218060	1	53.15	Ldlrad1
ENSMUSG00000044156	6	3457096	3498298	-1	38.60	Hepacam2
ENSMUSG00000032373	9	66713686	66766845	1	46.67	Car12
ENSMUSG00000086293	4	82692805	82693711	1	49.28	Gm11269
ENSMUSG00000060743	1	180800832	180813943	-1	44.60	H3f3a
ENSMUSG00000100189	4	95151740	95157503	1	47.69	Gm28096
ENSMUSG00000010080	11	94489599	94499974	-1	55.10	Epn3
ENSMUSG00000112829	12	4237712	4238583	1	53.67	Gm29696
ENSMUSG00000085377	4	95089083	95091419	-1	45.83	4930551L18Rik
ENSMUSG00000112297	12	4225785	4228401	1	49.60	Gm17816
ENSMUSG00000084357	4	82642400	82642666	1	41.20	Gm11268
ENSMUSG00000029911	6	40471352	40484700	1	39.42	Ssbp1
ENSMUSG00000035407	4	98754898	98817537	-1	47.47	Kank4
ENSMUSG00000096750	4	73887066	73891112	-1	46.33	Gm11757
ENSMUSG00000096199	12	4234027	4239950	1	47.52	Ptrhd1
ENSMUSG00000094191	1	66948563	66948940	-1	50.00	Rpl31-ps14
ENSMUSG00000061904	10	91116574	91124059	-1	43.37	Slc25a3
ENSMUSG00000029501	5	110231004	110256651	1	42.21	Ankle2
ENSMUSG00000003299	9	21002738	21008839	1	51.39	Mrpl4
ENSMUSG00000104946	3	146803163	146803841	1	42.12	Gm19104
ENSMUSG00000112770	12	4222102	4223361	1	42.94	Gm48210
ENSMUSG00000036459	7	34109543	34133268	-1	48.16	Wtip
ENSMUSG00000006010	1	150361305	150393080	-1	38.55	BC003331
ENSMUSG00000100797	Y	40843557	40844252	1	43.97	Gm28596
ENSMUSG00000110592	8	115585392	115595152	1	42.56	4930488N15Rik
ENSMUSG00000107134	5	39606927	39610344	-1	39.73	Gm42528
ENSMUSG00000020654	12	4133103	4213525	1	49.77	Adcy3
ENSMUSG00000015597	17	46383731	46420920	1	42.01	Zfp318
ENSMUSG00000104931	6	67594012	67594308	1	41.75	Igkv1-136
ENSMUSG00000098073	5	98153181	98154176	1	50.30	Gm8048
ENSMUSG00000115943	16	10186293	10227524	-1	40.26	
ENSMUSG00000044689	1	63964727	63968999	1	42.29	Gm13749
ENSMUSG00000028359	4	63356162	63359511	1	50.69	Orm3
ENSMUSG00000096901	14	3931756	3940185	1	42.24	Gm3029
ENSMUSG00000083792	11	20290063	20290383	-1	50.16	Rpl12-ps2
ENSMUSG00000100480	1	43745784	43746282	-1	41.68	Gm29156
ENSMUSG00000040621	X	166170454	166190512	1	42.74	Gemin8
ENSMUSG00000096218	14	3884172	3921640	1	43.59	Gm2916
ENSMUSG00000038736	15	44373163	44428307	-1	38.07	Nudcd1
ENSMUSG00000094133	19	12200634	12212191	1	38.96	Olfr1431
ENSMUSG00000023460	17	66494512	66519717	-1	46.70	Rab12
ENSMUSG00000038156	7	113765998	114043370	1	44.26	Spon1
ENSMUSG00000085843	4	98793768	98798900	1	45.86	Kank4os
ENSMUSG00000096793	14	3810074	3966518	1	42.71	Gm3002
ENSMUSG00000091477	14	43543576	43551213	1	39.98	Gm5799
ENSMUSG00000108703	7	24112454	24116600	-1	43.26	Gm44793
ENSMUSG00000082490	4	22117134	22117532	-1	44.36	Gm11880
ENSMUSG00000052675	7	24112314	24127952	1	47.13	Zfp112
ENSMUSG00000083594	2	86090336	86093401	-1	43.61	Gm13722
ENSMUSG00000011751	7	27356383	27447686	-1	49.27	Sptbn4
ENSMUSG00000074059	9	109676734	109702700	-1	42.39	Fbxw18
ENSMUSG00000083376	4	22275833	22276338	1	45.65	Gm11882
ENSMUSG00000100738	17	86285164	86287178	-1	51.46	2010106C02Rik
ENSMUSG00000056234	14	32159865	32179855	1	42.51	Ncoa4
ENSMUSG00000097594	14	3876445	3877636	-1	47.48	Gm2907
ENSMUSG00000098095	14	88349372	88350355	-1	47.76	Gm9274
ENSMUSG00000001583	11	69851005	69858730	-1	52.86	Tnk1
ENSMUSG00000045038	17	86167785	86657919	1	46.97	Prkce
ENSMUSG00000102496	18	35574907	35577066	1	30.79	Gm36989
ENSMUSG00000093887	14	3846245	3856085	1	42.02	Gm3033
ENSMUSG00000115533	14	88355004	88355497	-1	51.01	Gm48929
ENSMUSG00000021392	13	49653078	49679016	1	38.27	Nol8
ENSMUSG00000105775	5	28538570	28539568	1	54.15	Gm10290
ENSMUSG00000022304	15	39768487	39857470	-1	43.86	Dpys
ENSMUSG00000002633	5	28456815	28467256	-1	55.67	Shh
ENSMUSG00000024105	17	66555252	66594621	-1	45.37	Themis3
ENSMUSG00000037236	18	35562146	35593835	1	36.25	Matr3
ENSMUSG00000030492	7	35448796	35466036	1	48.34	Slc7a9
ENSMUSG00000091756	14	3963547	3970207	1	43.01	Gm3095
ENSMUSG00000092415	17	34293073	34305720	-1	45.64	Gm20513
ENSMUSG00000097127	14	3822531	3884087	-1	42.03	Gm26886
ENSMUSG00000097726	5	28458274	28933995	1	44.64	9530036O11Rik
ENSMUSG00000025083	19	56912361	57008228	-1	49.07	Afap1l2
ENSMUSG00000025193	19	43752996	43768638	1	40.56	Cutc
ENSMUSG00000047694	X	98936316	98949017	1	41.70	Yipf6
ENSMUSG00000031397	X	74177259	74208500	1	41.60	Tktl1
ENSMUSG00000003273	7	45699843	45704682	1	55.52	Car11
ENSMUSG00000096955	14	3838995	3839336	-1	44.15	Gm26570
ENSMUSG00000105660	5	16605722	16607212	1	32.66	Gm42975
ENSMUSG00000108691	7	25810175	25810462	1	43.40	Gm45226
ENSMUSG00000104587	5	28577273	28578960	1	47.33	Gm43161
ENSMUSG00000097017	7	25816654	25820654	1	45.36	Gm26707
ENSMUSG00000028864	5	16553495	16620152	1	35.30	Hgf
ENSMUSG00000082270	X	5665372	5666226	1	47.13	Gm14375
ENSMUSG00000111468	9	31438465	31439767	-1	44.05	5033425B01Rik
ENSMUSG00000041737	9	31426196	31464462	-1	44.14	Tmem45b
ENSMUSG00000040703	7	25802475	25816913	-1	51.18	Cyp2s1
ENSMUSG00000095814	X	5669067	5671026	1	39.08	Btbd35f7
ENSMUSG00000053719	7	44012168	44016968	1	50.18	Klk1b26
ENSMUSG00000004542	7	18789567	18798520	-1	48.38	Psg19
ENSMUSG00000041936	4	156165290	156197488	-1	53.65	Agrn
ENSMUSG00000099645	Y	40905273	40935589	-1	36.58	Gm20832
ENSMUSG00000047126	11	86694351	86757565	-1	38.61	Cltc
ENSMUSG00000066197	7	119140747	119184603	-1	44.04	Gpr139
ENSMUSG00000100091	Y	41243623	41274433	1	36.93	Gm28597
ENSMUSG00000107862	7	3391596	3400926	-1	48.79	Gm44151
ENSMUSG00000022338	15	44428042	44438256	1	38.48	Eny2
ENSMUSG00000021115	12	106010228	106077426	1	45.24	Vrk1
ENSMUSG00000074235	8	76605226	76900621	-1	39.05	Gm10649
ENSMUSG00000017404	11	98026710	98030492	1	49.91	Rpl19
ENSMUSG00000053395	7	3390683	3415648	1	48.31	Cacng8
ENSMUSG00000084097	X	112773953	112774115	-1	45.40	Gm14922
ENSMUSG00000104970	5	110230608	110231201	-1	64.98	Gm43137
ENSMUSG00000100649	Y	41338828	41339524	-1	43.62	Gm28428
ENSMUSG00000082636	X	112774104	112775727	1	40.58	Gm14923
ENSMUSG00000110165	14	56665605	56668124	-1	43.02	Gm4032
ENSMUSG00000081555	X	112791142	112792120	1	39.22	Gm6427
ENSMUSG00000100196	Y	41375734	41376429	-1	45.40	Gm20827
ENSMUSG00000083103	X	112822222	112822696	-1	41.68	Gm6429
ENSMUSG00000099552	1	80184719	80192073	1	40.41	9830004L10Rik
ENSMUSG00000106719	5	150283995	150299441	-1	44.99	Gm42556
ENSMUSG00000099628	Y	41382437	41385771	-1	45.34	Gm28427
ENSMUSG00000081082	X	112958619	112958826	1	46.63	Gm14937
ENSMUSG00000111548	9	31434043	31434707	-1	41.95	Gm8162
ENSMUSG00000086163	11	100278706	100291286	-1	52.77	Gm14206
ENSMUSG00000100310	1	27336352	27336768	-1	41.25	Gm19641
ENSMUSG00000111655	9	31463906	31515809	1	41.70	4930434F21Rik
